code	ko	ja	en	tc	sc
1331	[c][97a9a3]{0} 반격 실패(스킬사용불가)[-][/c]	[c][97a9a3]{0} 反撃失敗(スキル使用不可)[-][/c]	[c][97a9a3]{0} Retaliation failed (Skill disabled)[-][/c]	[c][97a9a3]{0}反擊失敗（無法使用技能）[-][/c]	[c][97a9a3]{0}反击失败（封锁技能）[-][/c]
1332	[c][97a9a3]{0} 반격 실패(행동불가)[-][/c]	[c][97a9a3]{0} 反撃失敗(行動不可)[-][/c]	[c][97a9a3]{0} Retaliation failed (Action disabled)[-][/c]	[c][97a9a3]{0}反擊失敗（無法行動）[-][/c]	[c][97a9a3]{0}反击失败（无法行动）[-][/c]
1333	[c][97a9a3]{0} 반격 실패(사거리)[-][/c]	[c][97a9a3]{0} 反撃失敗(射程距離)[-][/c]	[c][97a9a3]{0}  Retaliation failed (Range)[-][/c]	[c][97a9a3]{0}反擊失敗（射程）[-][/c]	[c][97a9a3]{0}反击失败（射程）[-][/c]
1334	[c][97a9a3]{0} 지원공격 실패(스킬사용불가)[-][/c]	[c][97a9a3]{0} 支援攻撃失敗(スキル使用不可)[-][/c]	[c][97a9a3]{0} Support Attack failed (Skill disabled)[-][/c]	[c][97a9a3]{0}支援攻擊失敗（無法使用技能）[-][/c]	[c][97a9a3]{0}支援攻击失败（封锁技能）[-][/c]
1335	[c][97a9a3]{0} 지원공격 실패(행동불가)[-][/c]	[c][97a9a3]{0} 支援攻撃失敗(行動不可)[-][/c]	[c][97a9a3]{0} Support Attack failed (Action disabled)[-][/c]	[c][97a9a3]{0}支援攻擊失敗（無法行動）[-][/c]	[c][97a9a3]{0}支援攻击失败（无法行动）[-][/c]
1336	[c][97a9a3]{0} 지원공격 실패(사거리)[-][/c]	[c][97a9a3]{0} 支援攻撃失敗(射程距離)[-][/c]	[c][97a9a3]{0} Support Attack failed (Range)[-][/c]	[c][97a9a3]{0}支援攻擊失敗（射程）[-][/c]	[c][97a9a3]{0}支援攻击失败（射程）[-][/c]
1337	{0} {1} 방어막 흡수	{0} {1} バリア吸収	{0} {1} Defensive Shield Absorption	吸收{0}{1}防護罩	吸收{0}{1}防护罩
1338	구매가능 최대 금액을 초과하여 더 이상 구매가 불가능 합니다.	購入金額上限を超えるため、これ以上は購入できません	Cannot purchase any more because you have exceeded the max purchase limit.	超過了可購買額度，不能進行購買。	超过了可购买额度，不能进行购买。
1339	[c][A1A1A18C]반복 전투[-][c] [c][436547FF]{0}[-][c][c][A1A1A18C]회 완료![-][c]	[c][A1A1A18C]反復戦闘[-][c] [c][436547FF]{0}[-][c][c][A1A1A18C]回完了！[-][c]	[c][436547FF]{0}[-][c][c][A1A1A18C] [c][A1A1A18C]Repeated Battle[-][c] complete![-][c]	完成[c][A1A1A18C]反覆戰鬥[-][/c][c][436547FF]{0}[-][/c][c][A1A1A18C]次！[-][/c]	[c][A1A1A18C]反复战斗[-][/c][c][436547FF]{0}[-][/c][c][A1A1A18C]次完成！[-][/c]
1340	삼안 산업 재활용 교환소	三安産業リサイクル交換所	Sam'an Industry Recycle Center	三安產業再利用交換所	三安产业再利用交换所
1341	개봉 결과	開封結果	Unlock Result	開封結果	开封结果
1342	제재된 유저입니다.\n사유 : {0}\n기간 : {1} ~ {2}	制裁されたアカウントです。\n違反項目 : {0}\n期間 : {1} ~ {2}	Your account has been restricted.\nReason: {0}\nPeriod : {1} - {2}	該玩家已被制裁。\n原因：{0}\n時間：{1} ~ {2}	该用户已被制裁。\n理由：{0}\n时间：{1} ~ {2}
1343	회원탈퇴가 신청된 아이디입니다. 복구작업을 진행하시겠습니까?	会員脱退の申し込み済みのアカウントです。復元しますか？	You have requested to withdraw this account. Do you want to restore account?	此帳號已申請註銷會員。是否進行復原？	此账号已申请注销会员。是否进行修复？
1344	복구작업이 완료되었습니다. 타이틀화면으로 돌아갑니다.	復元が終了されました。タイトル画面に戻ります。	Restoration complete! The page will return to the title screen.	復原完成。將回到主頁面。	修复完成。回到主页面。
1345	모든 임무	全ての任務	All Missions	所有任務	所有任务
1346	전투	戦闘	Combat	戰鬥	战斗
1347	강화/승급	強化/昇級	Upgrade/Promote	強化／進階	强化／升级
1348	계정으로 로그인	アカウントでログイン	Log in with account	使用帳號登入	使用账号登录
1349	캐릭터 보유 수량 초과	キャラクター保有量超過	Max owned character limit exceeded	超過角色持有數量上限	超过角色持有数量上限
1350	자원 구매 안내	資源購入のご案内	Resource Purchase Guide	資源購買說明	资源购买说明
1351	트위터 계정 연동 되었습니다.	Twitterアカウントと連携しました。	Twitter account has been connected.	已連動Twitter帳號。	已绑定Twitter账号。
1352	로그인 정보가 만료되어 게임을 종료합니다	ログイン情報の期限が過ぎたためゲームアプリを終了します。	Login data has expired. Exiting game.	登入資訊已過期，即將結束遊戲。	登入信息已过期，结束游戏。
1353	B급 일괄 선택	B級一括選択	Select All B Grade	一鍵選擇B級	一键选择B级
1354	B급 일괄 해제	B級一括解除	Deselect All B Grade	一鍵解除B級	一键解除B级
1355	프리셋 설정된 전투원은 영구 링크가 불가능 합니다.	プリセット設定された戦闘員は永久リンクが不可能です。	Preset Soldiers cannot be used to permanently link.	不能永久連結被設定為預設的戰鬥員。	被设置为预设的战斗员无法进行永久链接。
1356	[c][2ac940]{0}의 재공격[-][/c]	[c][2ac940]{0}の再攻撃[-][/c]	[c][2ac940]{0}’s repeated attack[-][/c]	[c][2ac940]{0}的再次攻擊[-][/c]	[c][2ac940]{0}的再次攻击[-][/c]
1357	{0} 피해 최소화	{0} ダメージ最小化	Minimize {0} damage.	{0}傷害最小化	{0}伤害最小化
1358	{0} 피해 무효	{0} ダメージ無効	Invalidate {0} damage.	{0}傷害無效	{0}伤害无效
1359	+ 를 탭해 대원을 충원 할 수 있습니다.	+をタップすると隊員を補充できます。	Tap + to add Squad member.	點擊+可以補充隊員。	点击+可以补充队员。
1360	(완료)	(完了)	(Complete)	（完成）	（完成）
1361	오늘은 더 이상 출력하지 않음 	今日はこれ以上表示しない	Do not show again today.	今天不再顯示	今天不再显示
1362	[FFCC00FF]▼[-] [보기]	[FFCC00FF]▼[-] [見る]	[FFCC00FF]▼[-] [View]	[FFCC00FF]▼[-]【查看】	[FFCC00FF]▼[-]【查看】
1363	[FFCC00FF]▲[-] [닫기]	[FFCC00FF]▲[-] [閉じる]	[FFCC00FF]▲[-] [Close]	[FFCC00FF]▲[-]【關閉】	[FFCC00FF]▲[-]【关闭】
1364	콘스탄챠의	コンスタンツァからの	Constantia’s	康斯坦察的	康斯坦察的
1365	공지사항	お知らせ	Notices	公告	公告
1366	전투 불능 전투원이 있어 전투 종료	戦闘不能戦闘員がいるため戦闘終了	Exiting Combat as there is a soldier unable to combat.	因有無法戰鬥的戰鬥員，將結束戰鬥	因有无法战斗的战斗员，战斗结束
1367	전투 진입 불가	戦闘進入不可	Cannot start combat	無法進入戰鬥	无法进入战斗
1368	수용 초과로 인해 전투 종료	受容超過により戦闘終了	Exiting combat because you have exceeded max capacity	因超出容量，將結束戰鬥	因超出容量，战斗结束
1369	자원 부족으로 인해 전투 종료	資源不足により戦闘終了	Exiting combat because you do not have enough resources	因資源不足，將結束戰鬥	因资源不足，战斗结束
1370	자원 탐색 현황을 상단에서 확인하실 수 있습니다.	資源探索の現況を上段で確認できます。	You can check the status of your Resource Exploration above.	可在上方查看資源探索現狀。	可以在上方确认资源探索现状。
1371	대기시간	待機時間	Wait Time	等候時間	等待时间
1372	강화	強化	Upgrade	強化	强化
1373	품절된 상품 숨기기	売り切れの商品非表示	Hide Sold Out Products	隱藏售完的商品	隐藏已售罄的商品
1374	"#4
21스쿼드의 보고는 라비아타를 흥분하게 했다. 그녀들을 호위하던 리리스와 레프리콘, 노움과는 전투 중 떨어졌지만 416번 콘스탄챠 S2와 1,122번 그리폰은 하늘에서 이상한 인간형 남성체가 보호 기구와 함께 떨어지는 것을 확안했다는 보고를 했다. 어쩌면 오랫동안 기다려 왔다는 인간일 지도 모른다. 라비아타는 즉시 콘스탄챠를 그곳으로 움직이게 했다. 그리고 기도했다."	"#4 
 21分隊の報告はラビアタを興奮させた。彼女を護衛していたリリスとレプリコン、ノームとは戦闘中に別れてしまったが、416番コンスタンツァS2と1,122番グリフォンは、空から奇妙な人間型の男性の生物体が保護気球とともに落ちてくるのを確認したと報告した。もしかすると長い間待ち続けた人間かもしれない。ラビアタは直ちにコンスタンツァをその場所へ行かせた。そして祈った。"	"#4
The report from the 21st Squad had got Labiata all excited. Lilith, Leprechaun, and Gnome, who had been escorting the squad, had fallen during battle, but No. 416 Constantia S2 and No. 1122 Griffon had reported that they had seen an object shaped like a human male drop from the sky along with some protective gear. Maybe this was the human they had long waited for. Labiata immediately dispatched Constantia to the area. And then, she began to pray."	"#4
　　21小隊的報告讓拉比亞塔興奮不已。護衛她的莉莉絲、小妖精與地精在戰鬥中倒下，但416號康斯坦察S2與1,211號格里芬看見人類模樣的男性與保護設備一起從天上掉落下來。感覺上可能是就那等待已久的人類。拉比亞塔立即讓康斯坦察前往該處。然後她祈禱著。"	"#4
21小队的报告让拉比亚塔兴奋不已。虽然护卫她的莉莉丝与小妖精、地精在战斗中跌落，但416号康斯坦察S2和1122号格里芬报告在天上看见了奇怪的人型男性体和保护设备一起掉落的样子。说不定那正是她等了好久的人类。拉比亚塔立即让康斯坦察移动到那里，然后在心里祈祷着。"
1375	"#5
갑작스러운 본부에 대한 습격. 희망과 동시에 찾아든 철충의 습격에 라비아타는 과거의 의심을 되살렸다. 그녀는 에바와의 문답에서 의심스러운 점이 있었다는 것을 떠올렸고 어쩌면 인간에 대한 발견이 철충의 함정일지도 모른다는 생각을 했다. 하지만 당장 대응해야 할 습격은 더욱 급한 일이었다. 게다가 습격체를 지휘하는 것은 집요하기로 유명했던 스토커였다. 라비아타는 다른 자매들을 대피시키기 위해 거대한 철충의 군대와 홀로 맞섰다. 큰 부상에도 불구하고 라비아타는 다른 자매들을 탈출시키는 데 성공했으며 자신 역시 그 자리를 벗어날 수 있었다. 탈출 후, 라비아타는 이전의 의심을 다시 떠올렸다."	"#5 
 突然の本部への襲撃。希望と同時に訪れた鉄虫の襲撃にラビアタは過去の疑念を思い出した。彼女はエバとの質疑応答で疑わしい点があったことを思い出し、もしかすると人間に対する発見が鉄虫の罠かもしれないと考えた。しかし目の前で起こっている襲撃への対応が急務だった。しかも襲撃集団を指揮するのは執拗なことで有名なストーカーだった。ラビアタは他の姉妹を避難させるため、巨大な鉄虫の軍隊に一人で立ち向かった。大怪我を負うもののラビアタは他の姉妹を脱出させることに成功し、彼女もまたその場所からの脱出に成功した。その後、ラビアタは過去の疑念を再び思い出した。"	"#5
Then there was a sudden ambush at HQ. The Metal Parasites had attacked just as they had renewed their hopes? Labiata couldn’t help but remember her past suspicions about Eva. Some of Eva’s answers had been suspicious and now Labiata was beginning to think that the discovery of the human was actually a trap set by the Metal Parasites. But defending HQ against the ambushing enemies was currently the more urgent matter. To make things worse, the enemy commander was the ruthless Stalker. To allow her other sisters to get out of harm’s way, Labiata faced the overwhelming Metal Parasite army on her own. Despite taking on heavy damage and serious injuries, Labiata not only successfully evacuated her sisters, but also safely escaped herself. After safely escaping, her mind returned to her suspicions."	"#5
　　總部突然遭受襲擊。在充滿希望的同時，鐵蟲的襲擊使拉比亞塔又陷入過往的疑慮。她想起了和伊娃的對話裡有些可疑之處，覺得發現人類可能是鐵蟲所設下的陷阱。不過，當下須立即應對的襲擊更是迫在眉梢。再加上指揮襲擊體的是以執著聞名的跟蹤狂。拉比亞塔為了保護姐妹們，獨自與巨大的鐵蟲部隊對抗了起來。儘管傷勢嚴重，但拉比亞塔還是成功地讓其他姐妹逃離現場，自己也脫離了困境。脫逃後，拉比亞塔又想起了從前的懷疑。"	"#5
本部突然遭受袭击。与希望一起降临的铁虫袭击让拉比亚塔重新怀疑了起来。她回想起和伊娃的交谈中的奇怪之处，并且开始怀疑关于人类的发现是铁虫们布下的的陷阱。但当务之急还是应对袭击。而且，指挥袭击体的还是有名的跟踪狂。拉比亚塔为了保护姐妹们，开始独自抵抗巨大的铁虫部队。虽然遭受了极大的伤害，但拉比亚塔成功救出了姐妹们，自己也逃了出来。逃离之后，拉比亚塔重新开始回想之前的怀疑。"
1376	"#6
라비아타는 다시 바이오로이드를 모으지 않는 대신, 모든 바이오로이드들에게 편성된 제대대로 모여서 숨어 다니게 했다. 뭉쳐서 있는 게 어쩌면 더 위험할 수도 있다. 라비아타는 그리고 진실을 찾기 위해 자신이 피하던 과거, 삼안 산업의 잔해를 향해 떠났다. 수많은 어려움이 있더라도 라비아타는 움직여야 했다. 어쩌면 살아 있을 지도 모르는 진짜 인간과 아직 살아남은 바이오로이드들을 위하여."	"#6 
 ラビアタは再びバイオロイドを集結させない代わり、全てのバイオロイドに対し編成された分隊単位で身を隠すよう指示した。固まっている方がむしろ危険かもしれない。そしてラビアタは真実を探すため、自身が避けていた過去、三安産業の残骸に向かって出発した。多くの困難があろうともラビアタは行くしかなかった。ややもすると生きているかもしれない本当の人間と生き残ったバイオロイドのために。"	"#6
Instead of summoning the Bioroids, she ordered all the Bioroids to stay with their respective squads and to go into hiding. She believed that being together would actually be more dangerous. Then, to find the truth, Labiata set off towards the remains of Sam’an Industry, a past she had been avoiding. She knew she had to go no matter how difficult or dangerous the situation could become. She needed to do this for the real humans who could still be alive and for the other Bioroids that were still living."	"#6
　　拉比亞塔不再搜集生化人，就算聚集在一起可能會更危險，還是讓生化人按編排好的順序聚集並隱藏起來。拉比亞塔為了尋找真相，朝著她不願回想起的三安產業殘骸走了過去。就算困難重重，為了那些可能還存活的真人和還活著的生化人，拉比亞塔還是必須行動。"	"#6
拉比亚塔没有再搜集生化人，而是让生化人们按照编成的梯队一起躲藏起来。聚集在一起可能会更危险。为了寻找真相，拉比亚塔朝她不想回忆的过去，也就是三安产业的残骸走了过去。虽然有很多的困难，但拉比亚塔必须行动，为了那些可能还活着的真正的人类和还存活着的生化人。"
1377	오프닝 영상 재생	オープニング映像再生	Play Opening Video	播放開場影片	播放开场视频
1378	제조	製造	Craft	製造	制造
1379	서약	誓約	Pledge	誓約	誓约
1380	대사	台詞	Dialogue	台詞	台词
1381	-획득 모듈-	-獲得モジュール-	- Acquired Module -	-獲得模組-	-获得模块-
1382	-획득 자원-	-獲得資源-	- Acquired Resource -	-獲得資源-	-获得资源-
1383	추가 획득 보상	追加獲得報酬	Additional Rewards	獲得額外獎勵	获得额外奖励
1393	서약된 전투원은 영구 링크가 불가능 합니다.	誓約した戦闘員は永久リンクが不可能です。	Soldier that has made a Pledge cannot be permanently linked.	不能永久連結被誓約的戰鬥員。	已誓约的战斗员无法进行永久链接。
1394	최대 호감도	最大好感度	Max Affinity	最大好感度	最大好感度
1395	[c][f0f0b3]{0}[-][/c]에게 [c][f0f0b3]{1}[-][/c]아이템을 선물하여 최대 호감도가 [c][f0f0b3]{2}[-][/c] 상승했습니다.	[c][f0f0b3]{0}[-][/c]に[c][f0f0b3]{1}[-][/c]アイテムを贈ったため最大好感度が[c][f0f0b3]{2}[-][/c]上昇しました。	Your Max Affinity has increased by [c][f0f0b3]{2}[-][/c] because you gave [c][f0f0b3]{1}[-][/c] to [c][f0f0b3]{0}[-][/c].	把[c][f0f0b3]{1}[-][/c]道具送給了[c][f0f0b3]{0}[-][/c]，最大好感度上升了[c][f0f0b3]{2}[-][/c]。	把[c][f0f0b3]{1}[-][/c]送给了[c][f0f0b3]{0}[-][/c]，最大好感度增加[c][f0f0b3]{2}[-][/c]。
1396	현재  최대 호감도 : [c][FFBA29FF]{0}[-][/c]	現在の最大好感度 : [c][FFBA29FF]{0}[-][/c]	Current Max Affinity: [c][FFBA29FF]{0}[-][/c]	當前最大好感度：[c][FFBA29FF]{0}[-][/c]	当前最大好感度：[c][FFBA29FF]{0}[-][/c]
1397	기본 (애정)	基本(愛情)	Basic (Intimate)	基本（愛情）	基本（爱情）
1398	기본 (친밀)	基本(親密)	Basic (Friendly)	基本（親密）	基本（亲密）
1399	기본 (호감)	基本(好感)	Basic (Interested)	基本（好感）	基本（好感）
1400	전투원 닉네임 설정 가능	戦闘員のニックネーム設定可能	Soldier nickname settings available	可設定戰鬥員暱稱	可设置战斗员昵称
1401	호감도 최대로 유지	好感度を最大に維持	Maintain Max Affinity	維持最大好感度	维持最大好感度
1402	서약 전용 로비 / 전투 대사 추가	誓約専用ロビー / 戦闘台詞追加	Exclusive Pledge Lobby / Add Combat Dialogue	添加誓約專用大廳／戰鬥台詞	添加誓约专用大厅／战斗台词
1403	로비 / 전투 대사 설정 기능	ロビー / 戦闘台詞設定機能	Lobby / Combat Dialogue settings available	大廳／戰鬥台詞設定功能	大厅／战斗台词设置功能
1404	전투 경험치 / 스킬 경험치 획득 +{0}%	戦闘経験値 / スキル経験値獲得 +{0}%	Obtain Combat EXP / Skill EXP +{0}%	獲得戰鬥經驗值／技能經驗值+{0}%	获得战斗经验／技能经验+{0}%
1405	영구히 중요 전투원으로 설정	永久に重要戦闘員として設定	Permanently set as Primary Soldier	永久設定為重要戰鬥員	永久设定为重要战斗员
1406	"대상과 서약을 진행합니다.
서약 시, 다음 효과가 활성화됩니다.
"	"対象と誓約を行います。
 誓約時、次の効果が適用されます。"	"A Pledge will be made with the selected character.
The following effect will be activated when the Pledge is made."	"將與對象進行誓約。
誓約時，將獲得以下效果。
"	"与对象进行誓约。
誓约时，将获得以下效果。
"
1407	서약 시, [c][FFCF04FF]서약 반지[-][/c] 1개가 소모됩니다.	誓約時、[c][FFCF04FF]誓約指輪[-][/c]1個が消費されます。	1 [c][FFCF04FF]Pledge Ring[-][/c] will be used when Pledge is made.	誓約時，將消耗一個[c][FFCF04FF]誓約戒指[-][/c]。	誓约时，消耗一个[c][FFCF04FF]誓约戒指[-][/c]。
1408	최대 호감도 보너스	最大好感度ボーナス	Max Affinity Bonus	最大好感度加成	最大好感度加成
1409	서약 또는 호감도 {0} 상태인 전투원은 다음 효과가 적용됩니다.	誓約または好感度{0}状態の戦闘員は次の効果が適用されます。	The following effect is applied if a character has made a Pledge or has {0} Like.	誓約或好感度為{0}的戰鬥員將套用以下效果。	誓约或好感度为{0}的战斗员会获得以下效果。
1410	애플 로그인에 실패하였습니다.	Appleログインに失敗しました。	Apple log in failed.	登入 Apple 失敗。	Apple账号登录失败。
1411	애플 계정 연동 되었습니다.	Appleアカウントと連携しました。	Apple account has been connected.	已連動 Apple 帳號。	已绑定Apple账号。
1412	애플 계정과 연동되어 있지 않습니다.	Appleアカウントに連携されていません。	Not connected with your Apple account.	未連動 Apple 帳號。	未绑定Apple账号。
1413	애플 계정과 연동되어 있습니다.	Appleアカウントと連携されました。	Connected with your Apple account.	已連動 Apple 帳號。	已绑定Apple账号。
1414	전투원 닉네임 설정	戦闘員ニックネーム設定	Set Soldier Nickname	設定戰鬥員暱稱	设置战斗员昵称
1415	보호	保護	Protect	保護	保护
1416	공격	攻撃	Attack	攻擊	攻击
1417	지원	支援	Support	支援	支援
1418	{0} [c][ffcc00]1개[-][/c]가 소모됩니다.	{0} [c][ffcc00]1個[-][/c]が消費されます。	[c][ffcc00]1[-][/c] {0} will be consumed.	將消耗[c][ffcc00]1個[-][/c]{0}。	消耗{0}[c][ffcc00]1个[-][/c]。
1419	첫 변경은 [c][ffcc00]비용 없이[-][/c] 변경할 수 있습니다.	最初の変更は[c][ffcc00]無料で[-][/c]変更できます。	The first change can be done for [c][ffcc00]free[-][/c].	第一次變更時為[c][ffcc00]免費[-][/c]。	第一次更改时不需要[c][ffcc00]费用就可以更改[-][/c]。
1420	[c][ffcc00]{0}[-][/c] 의 호칭을 변경합니다.	[c][ffcc00]{0}[-][/c]の呼称を変更します。	[c][ffcc00]{0}[-][/c]'s nickname will be changed.	變更[c][ffcc00]{0}[-][/c]的稱謂。	更改[c][ffcc00]{0}[-][/c]的称呼。
1421	전투원 닉네임 변경 확인	戦闘員のニックネーム変更確認	Confirm Soldier’s Changed Nickname	確定變更戰鬥員暱稱	确认更改战斗员昵称
1422	"[c][ffcc00]{0}[-][/c] -> [c][ffcc00]{1}[-][/c]
변경하시겠습니까?"	"[c][ffcc00]{0}[-][/c] -> [c][ffcc00]{1}[-][/c]
 変更しますか？"	"[c][ffcc00]{0}[-][/c] -> [c][ffcc00]{1}[-][/c]
Do you want to change?"	"[c][ffcc00]{0}[-][/c] -> [c][ffcc00]{1}[-][/c]
是否確定變更？"	"[c][ffcc00]{0}[-][/c] -> [c][ffcc00]{1}[-][/c]
是否确定更改？"
1423	장비 장착	装備装着	Equip Gear	配戴裝備	佩戴装备
1424	장비 해제	装備解除	Remove Gear	解除裝備	解除装备
1425	훈련 결과	訓練の結果	Training Result	訓練結果	训练结果
1426	최대 호감도가 맥스입니다.	最大好感度が最大値です。	Affinity is at max!	最大好感度已達最高值。	最大好感度已达最高值。
1436	이벤트 보급	イベント補給	Event Supply	活動補給	活动补给
1437	DMM 계정 연동되었습니다.	DMMアカウントと連携しました。	DMM account has been connected.	已連動DMM帳號。	已绑定DMM账号。
1438	DMM 계정과 연동되어 있지 않습니다.	DMMアカウントに連携されていません。	Not connected with your DMM account.	未連動DMM帳號。	未绑定DMM账号。
1439	DMM 계정과 연동되어 있습니다.	DMMアカウントと連携されました。	Connected with your DMM account.	已連動DMM帳號。	已绑定DMM账号。
1440	이 게임은 음성을 재생합니다. 음량에 주의하십시오.	このゲームソフトは音声を提供いたします。機器の音ボリュームにご注意ください。	This game has voice audio. Please note your device's volume.	本遊戲將播放語音。請調節音量。	本游戏将播放语音。请提前调节音量。
8006	게임 서버 정보를 받아오는데 실패했습니다.\n(traceCd: {0})	ゲームサーバーの情報が読み取れませんでした。\n(traceCd: {0})	Failed to get game data from the server.	遊戲伺服器資訊獲取失敗。\n(traceCd: {0})	获取游戏服务器信息失败。\n(traceCd: {0})
1000001	시설 제작	施設製作	Create Facility	製造設施	制作设施
1000002	로비	ロビー	Lobby	大廳	大厅
1000003	연령별 구매 제한 금액	年齢確認	Purchase limit per age group	各年齡層購買限制金額	各年龄段购买限制金额
1000004	해당되는 연령을 선택하여 주세요.	あなたの年齢を教えてください。	Select your age group.	請選擇年齡。	请选择您的年龄。
1000005	[c][ff2323]* 미성년자의 구매는 법정대리인의 동의가 필요합니다.[-][/c]	[c][ff2323]*未成年者の方の購入は法定代理人の同意が必要です。[-][/c]	[c][ff2323]*Minors must have a legal guardian’s approval for all purchases.[-][/c]	[c][ff2323]*未成年人購買時，需要法定代理人的同意。[-][/c]	[c][ff2323]*未成年人购买时需要法定监护人的同意。[-][/c]
1000006	* 구매 금액은 매월 1일 초기화 됩니다.	*購入金額は、毎月1日にリセットされます。	*Your total payment amount is reset on the 1st of each month.	*將在每月1日重置購買金額。	*购买金额会在每月1日重置。
1000007	~15세 : 1개월 5,000엔까지	〜15歳：1ヶ月5,000円まで	15 and Under: Monthly Limit of 5000 JPY	~15歲：一個月5,000日元	~15岁：每月最多5000日元 （RMB로 환산? 숫치?）
1000008	16세 ~ 19세 : 1개월 30,000엔까지	16歳〜19歳：1ヶ月30,000円まで	16 to 19: Monthly Limit of 30,000 JPY	16歲~19歲：每個月最多30,000日元	16岁~19岁：每月最多30000日元（RMB로 환산? 숫치?）
1000009	20세 : 제한 없음	20歳〜：制限なし	20 and Over: No Limit	20歲：無限制	20岁：无限制
1000010	연령에 따라 1개월 간 구매금액의 상한이 정해져 있습니다.	年齢によって１ヶ月間に購入できる金額の上限が決まっています。	Monthly purchase limits have been set for different age groups.	根據不同年齡，將限制一個月購買上限。	根据年龄限制每月购买上限。
1000011	"바이오로이드 : 일반 제작
-바이오로이드 일반 제작에서는 [u][c][ffcc00]경장형 / 기동형[-][/c][/u] 바이오로이드를 제작할 수 있습니다.
-유전자 씨앗에 무슨 정보가 있는지는 제작 전까지 알 수 없지만, 투입한 자원에 따라 특정 바이오로이드가 제작될 확률을 높일 수 있습니다.
 
바이오로이드 : 특수 제작
-바이오로이드 특수 제작에서는 [u][c][ffcc00]경장형 / 기동형 / 중장형[-][/c][/u] 바이오로이드를 제작할 수 있으며, A등급 이상의 전투원만 제작됩니다.
-기본 사항은 일반 제작과 비슷하지만, 필요 자원량이 더 많고 고급 모듈이 필요합니다.
-고급 모듈은 각종 임무 보상이나 A등급 이상의 전투원 또는 장비 모듈 분해 시 획득할 수 있습니다."	"バイオロイド：一般製作
 -バイオロイド一般製作では[u][c][ffcc00]軽装型/機動型[-][/c][/u]バイオロイドを製作できます。
 -どのバイオロイドが製作されるかは完了するまで分かりませんが、投入した資源に応じて特定のバイオロイドを製作する確率を高めることができます。
 
 バイオロイド：特殊製作
 -バイオロイド特殊製作では[u][c][ffcc00]軽装型/機動型/重装型[-][/c][/u]バイオロイドを製作でき、A等級以上の戦闘員のみ製作されます。
 -基本的な内容は一般製作と同じですが、より多くの資源と高級モジュールが必要になります。
 -高級モジュールは各種任務の報酬やA等級以上の戦闘員または装備モジュールの分解を通して獲得できます。"	"Bioroid: Normal Creation
- With Normal Creation for a Bioroid, you can create [u][c][ffcc00]Light Armor/Mobile[-][/c][/u] Bioroids.
- Although you will not know what information is contained in the Genetic Seed prior to creating a Bioroid, you can increase the chance of creating a specific Bioroid by using specific resources.
 
Bioroid: Special Creation
- With Special Creation for a Bioroid, you can only create A Grade or higher [u][c][ffcc00]Light Armor/Mobile/Heavy Armor[-][/c][/u] Bioroids.
- The basic details are the same as Normal Creation apart from the fact that Special Creation requires a Premium Module and more resources.
- Premium Modules can be obtained as a reward for various missions or when you dismantle A Grade or higher soldiers or gear modules.
"	"生化人：一般製造
- 在生化人一般製造中可以製造[u][c][ffcc00]輕裝型／機動型[-][/c][/u] 生化人。
- 在製造前不知道基因種子裡有什麼資訊，但根據投入的資源，可提升製造出特定生化人的機率。

生化人：特殊製造
- 在生化人特殊製造中可以製造[u][c][ffcc00]輕裝型／機動型／重裝型[-][/c][/u]生化人，而且只會製造出A級別以上的戰鬥員。
- 基本事項和一般製造相似，但需要的資源量更多，並且需要高級模組。
- 可在各種任務獎勵或分解A級別以上的戰鬥員或裝備模組時獲得高級模組。"	"生化人：一般制作
- 生化人一般制作中可以制作[u][c][ffcc00]轻装型／机动型[-][/c][/u] 生化人。
- 在制作前不知道基因种子有什么信息，但根据投入的资源，会制作出特定的生化人。

生化人：特殊制作
- 生化人特殊制作中可以制作[u][c][ffcc00]轻装型／机动型／重装型[-][/c][/u]生化人，而且只会制作出A级以上的战斗员。
- 基本事项和一般制作相似，但需要的资源量更多而且需要高级模块。
- 高级模块可以在各种任务奖励以及分解A级别以上的战斗员或者装备模块时得到。"
1000012	[u][c][b3d8db][전투원 제작에 대해 상세 설명] 사이트 이동[-][/c][/u]	[u][c][b3d8db][戦闘員の製作に関する詳しい説明]サイトに移動[-][/c][/u]	[u][c][b3d8db]Go to 'Detailed Information on Creating Soldiers' website[-][/c][/u]	[u][c][b3d8db]前往網站【關於製造戰鬥員的詳細說明】[-][/c][/u]	[u][c][b3d8db]前往网站【关于制作战斗员的详细说明】[-][/c][/u]
